"Problem","File","Severity","Line","Column","Rule","Description","URL","Category","Engine"
"241","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","13496","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"242","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","18917","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"243","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24263","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"244","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24524","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"245","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24564","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"246","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24628","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"247","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24667","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"248","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24730","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"249","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24774","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"250","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","24823","no-prototype-builtins","Do not access Object.prototype method 'hasOwnProperty' from target object.","https://eslint.org/docs/rules/no-prototype-builtins","Possible Errors","eslint"
"251","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","33807","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"252","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","35863","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"253","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","40866","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"254","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","41838","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"255","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","42773","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"256","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","63187","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"257","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","64708","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"258","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","64717","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"259","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","64914","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"260","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","64923","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"261","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","70083","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"262","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","70110","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"263","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","70325","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"264","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","70352","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"265","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","70822","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"266","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","71319","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"267","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","72485","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"268","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","72849","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"269","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","73522","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"270","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","73549","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"271","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","74135","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"272","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","74266","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"273","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","74634","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"274","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","74885","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"275","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","75301","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"276","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","80712","no-prototype-builtins","Do not access Object.prototype method 'hasOwnProperty' from target object.","https://eslint.org/docs/rules/no-prototype-builtins","Possible Errors","eslint"
"277","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","81687","no-prototype-builtins","Do not access Object.prototype method 'hasOwnProperty' from target object.","https://eslint.org/docs/rules/no-prototype-builtins","Possible Errors","eslint"
"278","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","85484","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"279","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","87570","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"280","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","87896","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"281","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","95345","no-prototype-builtins","Do not access Object.prototype method 'hasOwnProperty' from target object.","https://eslint.org/docs/rules/no-prototype-builtins","Possible Errors","eslint"
"282","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","108506","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"283","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","109695","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"284","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","109850","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"285","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","109932","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"286","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","110009","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"287","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","110633","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"288","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","114017","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"289","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","119300","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"290","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","138602","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"291","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","138739","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"292","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","158240","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"293","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","158958","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"294","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","160622","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"295","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","164807","no-fallthrough","Expected a 'break' statement before 'case'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"296","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","165210","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"297","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","166759","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"298","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","168171","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"299","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","169948","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"300","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","171450","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"301","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","173823","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"302","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","180368","no-fallthrough","Expected a 'break' statement before 'default'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"303","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","184934","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"304","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","186191","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"305","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","192969","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"306","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","193929","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"307","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","193987","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"308","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","199014","no-fallthrough","Expected a 'break' statement before 'case'.","https://eslint.org/docs/rules/no-fallthrough","Best Practices","eslint"
"309","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","204133","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"310","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","204553","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"311","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","212154","no-prototype-builtins","Do not access Object.prototype method 'hasOwnProperty' from target object.","https://eslint.org/docs/rules/no-prototype-builtins","Possible Errors","eslint"
"312","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","220675","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"313","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","230809","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"314","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","236536","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"315","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/d3/d3.v5.min.js","2","2","236550","no-cond-assign","Expected a conditional expression and instead saw an assignment.","https://eslint.org/docs/rules/no-cond-assign","Possible Errors","eslint"
"316","/Users/praveenrajr/work/salesforce/lwc-recipes/force-app/main/default/staticresources/sampleExternalResource/sampleJavascript.js","2","1","10","no-unused-vars","'manipulateDomFromLibrary' is defined but never used.","https://eslint.org/docs/rules/no-unused-vars","Variables","eslint"
